user_id,item_id
55,640 183 1337 573 2370 774 1279 2068 989 1422
56,2732 2947 2068 1039 2910 2643 382 2470 3537 2830
57,214 1753 2625 2070 1475 3551 2688 1360 1543 1814
58,2557 28 512 2789 152 3418 2510 3692 1831 1614
59,3367 135 1808 741 1946 2402 494 1057 1546 1398
60,3409 796 1505 1511 2365 1638 3153 2732 1543 2502
61,649 3049 502 1753 2757 2541 119 2314 1375 3203
62,1401 1912 790 1546 1956 3110 774 2327 1223 2541
63,2732 640 584 1086 2784 1956 2297 2510 2067 2314
64,3224 589 3614 1659 1935 1968 3443 332 2989 264
65,138 3685 983 1795 734 1287 2366 3031 398 1746
66,1052 186 3238 382 2068 1371 2145 2468 2564 3286
67,1590 124 1178 3350 3141 1223 1011 3023 3153 1001
68,1936 232 402 1300 160 1216 1375 495 1868 801
69,1473 1066 1058 1486 3294 2067 2054 1615 518 3436
70,472 1018 3238 212 2128 2664 2054 1913 774 3215
71,132 2692 1386 3269 320 1205 3424 1630 809 1968
72,3298 2376 1615 2119 1023 1184 2572 2917 1091 872
73,922 3692 1658 3475 1614 2470 3131 2466 12 2928
74,1375 1216 1300 452 1592 674 3652 2798 2609 12
75,208 293 1746 1211 2768 1490 3022 543 1099 2338
76,2063 2528 3013 2529 2342 2256 2370 3463 168 3628
77,2314 3238 650 2784 3473 1248 2617 1887 3234 3677
78,382 1615 138 1887 2314 2224 785 1928 1746 1583
79,2602 1044 2181 3022 331 168 2221 353 2480 1861
80,476 3317 2366 2148 3365 779 1775 1354 3528 2673
81,657 1603 1678 1758 719 1757 3483 2915 3677 1218
82,1887 2256 482 452 2068 382 2643 2342 1868 3677
83,1205 1030 1583 2928 2664 1057 611 2564 3022 3668
84,2468 3053 1172 2817 183 293 2768 2338 2931 3656
85,124 3013 3402 69 472 3350 37 166 305 1560
86,1057 1658 1001 12 1178 3142 2768 2112 1083 3213
87,184 3151 1186 1615 2281 1808 3557 204 59 1315
88,2265 2402 796 487 2370 92 2646 132 1011 779
89,204 2402 3701 1573 1725 1848 1475 2336 989 3298
90,1543 2068 528 3415 1670 36 487 2311 1316 2862
91,707 3180 523 2148 1146 880 2248 1968 883 384
92,1039 1543 3013 2745 640 2732 2366 169 2688 476
93,1583 3059 1316 2210 69 3013 2630 1039 2366 2265
94,1753 1615 3116 1108 2528 1840 406 3022 462 1858
95,1096 82 2745 1030 1746 3327 3474 382 1099 1560
96,2281 2297 183 467 3231 1510 1811 2354 512 1245
97,1811 2297 2636 863 2054 3677 1030 2338 312 3022
98,3656 1887 3256 1470 3133 1456 188 2342 1510 3415
99,119 1753 2757 1861 2502 1711 1096 3692 1617 2616
100,1315 152 2365 1304 3448 3116 584 809 1807 1840
101,2128 1831 3423 476 204 2076 289 94 1811 2054
102,2402 36 188 3253 2005 1781 183 1633 857 1165
103,1039 3191 1078 728 1211 1548 1546 1583 515 2295
104,467 1510 1470 3256 43 527 3415 1543 717 1887
105,1337 570 389 2653 1246 3101 3539 810 3404 2023
106,2297 1560 2862 2980 3022 2281 463 1316 124 3013
107,2862 3013 2402 1505 2365 3153 382 1560 120 318
108,3269 1102 3105 2215 1178 3475 1341 2056 2602 1073
109,312 801 1272 36 802 3600 1517 107 2185 1884
110,1223 3013 2054 184 3151 1615 1505 1590 796 2306
111,2327 640 2617 3367 3474 1746 2833 1341 2502 1030
112,707 2370 1304 2265 2297 2564 2387 3390 132 36
113,2468 3053 463 1475 1316 120 2980 3431 1583 1831
114,2636 2718 3438 172 754 3696 3496 361 2956 1184
115,1353 487 2820 3247 2076 463 2474 2282 1800 2399
116,183 188 802 584 3253 1781 1583 1545 1592 2005
117,3409 3022 2564 132 2129 208 2673 1382 1271 1546
118,79 2402 2281 1668 3231 3583 318 2858 3600 1887
119,3151 2165 2474 2070 1808 2054 2570 809 1840 796
120,3656 463 1216 1638 3670 2541 2653 3262 3335 3000
121,584 1223 1216 1376 2297 1593 2387 169 1858 292
122,2210 1638 2833 3059 2534 3116 2910 132 1968 169
123,3000 2541 2387 3262 1044 3050 1375 3670 36 801
124,3402 2817 3529 796 944 2980 2119 1615 741 3000
125,1583 2630 2470 1039 3142 1316 2502 1912 3528 1375
126,1678 1227 1746 790 3597 563 2129 1490 3046 1099
127,2653 2387 3311 36 640 2210 2402 3022 3692 3656
128,2515 467 1746 863 2646 3660 3677 1809 1775 771
129,1039 1543 2210 2732 2603 1376 2688 2366 3269 1592
130,208 1809 2222 785 1831 1490 184 1039 1186 3005
131,1316 1543 2342 989 868 124 2076 1315 3367 2515
132,253 1070 3557 2587 1504 2119 3366 1309 3000 1645
133,1078 1746 2175 2331 208 1809 3053 1960 3694 109
134,1057 1912 1859 1379 401 1887 3692 2933 2402 1968
135,2947 1012 1658 333 2515 2366 190 790 1191 1102
136,3327 293 3677 1831 2847 1337 3350 2237 3205 1030
137,863 2054 1341 1887 3448 2774 2076 1160 2437 1001
138,1686 3371 1699 1950 488 3060 1335 1835 3005 246
139,236 1614 3105 1315 2470 2830 401 164 3000 1057
140,1560 2297 512 3022 2402 467 1668 1583 2068 3600
141,2402 467 989 3677 2342 2110 482 527 1887 1669
142,2862 1956 732 1039 2784 618 3013 1543 2564 3418
143,1246 79 389 350 2670 312 2561 3101 1868 528
144,2784 3005 2278 2774 790 339 2470 2630 2336 2874
145,2745 2626 82 2175 138 119 3053 1096 3317 1211
146,2402 2510 3021 1858 1086 1560 3513 717 528 467
147,1615 1315 1811 138 3402 305 3067 94 2054 69
148,3692 3424 527 3213 2328 3535 2564 2410 1543 279
149,1640 2328 2828 3529 2956 1177 3408 523 913 3234
150,3238 501 1811 2145 3358 3187 2281 576 3318 2617
151,3409 463 3692 2732 2366 971 3142 790 1376 2757
152,2480 3600 2397 3172 1033 1309 2769 2370 1164 28
153,2366 36 2630 3418 1583 2297 476 2745 2210 208
154,1887 2630 2789 2784 2480 2314 3311 1279 2493 119
155,3529 2732 3022 1583 1811 3600 2862 3131 1912 1592
156,2342 1030 2328 2980 94 530 2664 2076 1376 2309
157,2468 1956 2626 584 463 2862 2297 2128 1583 99
158,1279 1762 707 234 989 796 2387 2664 3256 3431
159,208 1456 309 3435 817 2281 3172 2784 802 1968
160,2519 1615 1524 1746 2222 784 2960 1316 1490 2613
161,452 1086 10 1300 3409 620 2603 312 160 3613
162,779 1279 523 93 476 1354 2466 796 2557 883
163,1583 1211 2314 3059 2224 2468 37 863 1543 2402
164,428 1831 2646 2847 1211 2862 2617 2068 1560 3280
165,2402 246 3256 1510 2068 527 1668 2370 578 1633
166,1186 512 2128 584 3022 1831 183 3701 3694 2673
167,20 2745 3051 3628 2410 189 1808 183 1587 458
168,3013 2327 152 1304 232 93 1180 1354 2474 3692
169,1590 1475 106 160 2960 2387 124 1811 7 3390
170,621 1316 2745 1337 2076 3441 793 169 3153 1984
171,2387 2664 1300 3000 640 463 1848 3335 2541 3204
172,652 3431 989 120 472 2568 3247 1887 880 1422
173,246 2370 2402 2281 3013 2564 1371 1887 1543 2643
174,3474 487 1223 1316 883 69 872 2370 3529 1341
175,989 2402 1316 569 132 2366 3694 702 3600 1186
176,1001 1583 1316 2732 2210 3382 1057 12 2833 3692
177,1858 809 1453 512 2281 2365 124 463 1543 1583
178,2967 3427 2931 232 401 1553 2458 2757 1707 164
179,375 523 2688 3409 10 2091 750 187 512 3125
180,2170 295 517 2934 1289 307 1811 1892 2176 1362
181,36 3013 2297 2784 2510 3151 796 2732 1354 732
182,779 1354 1279 3022 573 2798 2931 2384 2297 2557
183,3022 1746 293 2626 109 584 1831 2331 944 3317
184,1536 2281 1240 3338 3227 1725 3701 1070 2063 3532
185,120 2128 237 3153 3537 732 1012 607 620 3253
186,2297 3557 1583 253 3638 1560 1808 204 974 779
187,1011 6 3423 1403 513 2570 3216 1505 487 3350
188,1568 2732 253 2474 1548 2067 2488 3528 2626 3332
189,138 1912 214 652 2732 1057 2474 3677 1178 2988
190,2636 3696 2763 2063 1583 2335 2528 663 1536 1289
191,3424 1279 1360 1316 741 2557 2564 3131 208 3317
192,2128 1615 1868 2327 52 2630 1376 2626 3402 2210
193,2068 3133 186 2297 467 578 1633 2484 183 1052
194,208 3317 3327 1583 2297 1746 3534 944 169 293
195,2528 1840 3116 361 530 863 1811 2224 2862 2306
196,3238 1868 3660 1039 2501 2564 2314 1788 3602 2617
197,1279 1186 1505 3423 779 3456 1583 1657 1543 1638
198,2602 1471 1018 1525 1560 124 1861 2256 1248 2768
199,1246 79 1700 3424 132 3529 2327 1686 523 3406
200,3180 3659 2956 2664 2258 1459 1186 1812 1551 3613
201,36 3694 640 621 793 1543 124 2054 3441 1315
202,3529 2630 1831 1039 3423 1545 1868 1475 2732 1956
203,2297 2653 1583 1956 1086 1545 3311 3656 1868 331
204,1560 409 1456 3253 304 382 120 88 1404 3614
205,2564 1223 3423 1337 1560 2185 3142 2840 802 3529
206,1956 1814 2956 398 1374 646 339 1892 220 774
207,472 1840 2960 37 1807 2457 809 2308 184 3353
208,2784 184 2828 2931 2070 384 2258 253 3418 1146
209,640 472 1887 2297 3677 1848 1686 1272 1337 1371
210,232 3406 2023 702 2467 389 560 1691 570 1348
211,2630 1211 2297 971 3022 1102 3023 2570 3059 2664
212,2054 1858 584 640 3350 3367 1223 3529 2617 1887
213,36 476 2745 2630 1211 1039 1030 584 82 1548
214,94 3327 1560 933 3335 12 168 3172 2076 707
215,1583 93 1775 3692 2281 283 779 2468 1001 2636
216,401 3131 2817 3424 2828 3692 1946 3269 3151 779
217,790 563 1848 2468 1270 182 2335 2646 1615 3071
218,1456 3463 1690 1501 208 2315 1939 3358 1160 778
219,2091 2293 523 512 187 799 3537 2527 2384 3432
220,1039 476 3694 2297 1831 1211 640 124 584 2732
221,3116 3448 2308 863 37 1678 3474 1887 166 3402
222,2745 2128 3269 3529 283 1956 82 2956 1511 1811
223,398 293 1491 3046 3013 106 3529 1316 3660 799
224,452 802 232 2643 3311 3583 174 1583 3205 1337
225,2745 2928 1186 2402 2603 1543 3418 132 1855 124
226,2327 2800 1960 69 3125 883 3656 2237 779 2076
227,2468 2630 2210 283 650 3238 573 640 293 119
228,2784 1583 331 1831 2980 3423 160 2626 36 2757
229,2054 2828 236 3131 3646 3153 1045 153 2056 421
230,2745 523 573 1223 2470 3409 3022 3000 2817 2636
231,1057 184 892 2474 2073 1439 406 2570 431 2006
232,1543 3022 1039 3409 3694 109 1960 2603 463 1831
233,1376 618 152 10 2248 2789 1858 3335 2387 2541
234,124 863 1315 3247 2076 3105 2862 2502 37 69
235,3000 1376 1858 79 528 160 232 1044 3670 3656
236,2338 2502 1481 1816 3220 1560 1707 1808 476 696
237,2515 1699 2290 3482 563 1039 1453 1475 3358 1456
238,2054 2768 1809 3051 398 1490 37 3238 793 361
239,428 913 768 2900 3401 1830 584 1912 553 3418
240,2745 2297 2817 237 732 1546 971 3317 1956 3694
241,2293 1316 3350 2947 2458 2768 732 2006 36 1324
242,944 3638 1134 1108 2501 1997 1795 2980 232 3269
243,1223 3059 3013 1811 2402 1560 883 3153 1615 2281
244,1490 3238 584 1746 802 3046 1831 2186 1868 3660
245,472 1223 2564 1316 409 3272 883 3116 3529 124
246,3022 2210 463 1316 2630 1543 1560 2256 1831 2862
247,3473 640 2067 2314 1315 2757 1078 2501 169 2331
248,476 2630 2646 1505 2745 1568 2603 732 214 109
249,3669 1069 59 1184 1615 107 1586 3609 3569 663
250,2194 3038 2366 561 1807 1536 989 2584 971 3436
251,2297 802 702 1545 1583 1337 1573 2363 2185 2732
252,1039 2745 1505 3694 3317 2297 3248 2630 1960 1078
253,1543 883 1583 463 3022 2862 707 1223 1453 2076
254,1848 1044 1376 1638 1300 2664 2541 184 3262 2468
255,732 1070 138 22 2224 1590 1762 809 1848 3700
256,472 2789 1968 3529 3022 22 1296 3272 880 3013
257,971 463 1615 2210 2603 3692 1855 1223 772 2502
258,1543 1211 1583 2780 3677 1223 2402 2967 1475 1960
259,3153 1223 3409 1543 124 476 409 3402 2617 94
260,3438 1746 3597 3367 3036 1765 463 3157 3431 1720
261,790 1807 652 3067 3286 3327 3579 1193 211 168
262,267 3646 1329 3294 168 911 176 2774 611 1102
263,2054 2256 1746 3059 2224 1811 1304 611 2056 2112
264,37 1184 1884 1996 166 1149 947 1655 883 1758
265,453 2898 3441 1968 1858 476 3247 2397 93 2314
266,312 802 3311 1037 3656 2363 2205 3035 702 1801
267,2221 790 922 3282 1045 931 1428 2252 1782 3142
268,2862 472 1223 69 3269 3597 2653 1505 2602 208
269,3049 569 1375 1001 1858 3677 1315 212 3638 2956
270,20 2564 3311 3423 165 1831 124 120 3173 3614
271,584 1248 1096 3005 2237 331 1956 3550 398 1617
272,1859 3456 1146 147 3151 3551 2709 184 2258 1804
273,2862 1223 1039 2564 2784 2745 3692 1811 3142 772
274,779 1560 1371 1887 793 2129 796 1300 234 1787
275,3013 584 463 1543 1638 2054 2402 1887 3409 1376
276,232 3187 2297 2784 1510 3318 2067 620 2510 96
277,2980 1858 1638 1848 1300 1044 3335 1830 402 2541
278,169 2908 1850 2960 672 1560 293 566 3051 1546
279,2564 1543 1328 3528 99 3349 3049 772 3311 3172
280,1831 2603 3473 2784 1855 2501 3048 3053 1375 398
281,398 1545 2757 2194 2920 1471 3220 246 2626 2354
282,1912 2606 1583 913 1177 2900 3693 553 3245 3374
283,1658 3059 36 2664 2402 188 1690 3153 220 1560
284,293 2617 563 1044 1762 2397 1960 3371 2745 508
285,640 2840 3066 398 2127 785 1699 2292 774 584
286,1615 619 3510 2794 732 771 3022 1801 2673 1824
287,2616 1617 3298 3583 3059 646 3628 915 3286 1315
288,1831 785 472 1746 1445 3036 2342 3013 563 2574
289,2222 2493 69 2556 530 3633 295 2090 81 43
290,2534 1633 3220 607 1520 3238 942 3036 1887 2564
291,36 1543 3022 3423 2564 772 1316 2931 3269 1354
292,762 1037 801 312 2849 1884 3101 79 1272 3187
293,36 2222 530 463 3215 2342 3402 2510 2630 169
294,3036 1067 2980 2613 3067 3116 3530 1174 3435 793
295,1039 2050 1808 2817 2063 3493 3418 1707 3031 1328
296,2653 3311 495 3335 1300 3187 1086 3000 2664 1686
297,515 1546 3048 1081 3050 493 2314 1617 1007 640
298,2050 1223 1505 2606 502 2931 1615 2757 2603 2862
299,3424 3272 1131 1304 1510 818 3628 2768 2757 2187
300,2073 1831 1382 467 652 1184 1403 462 1475 3067
301,3238 2980 331 1039 398 2222 1956 640 1491 3402
302,2784 2297 1279 3473 2389 1858 796 3198 2335 529
303,2858 3231 1669 578 1422 2643 482 512 573 3415
304,1543 124 3269 69 3153 451 2387 1011 3482 2265
305,3692 863 3142 2054 12 1315 1001 2664 1083 1811
306,3248 3022 1831 3418 913 3280 2646 740 2630 1913
307,2510 2328 3022 922 305 69 3402 12 1543 2653
308,1211 3022 944 2646 512 584 1172 2297 2988 3694
309,2664 1279 1956 1592 472 2646 796 1216 2688 2630
310,2281 472 166 3529 2862 1543 2006 3067 3438 1315
311,2980 16 501 105 2603 3597 1341 1831 2584 3060
312,2528 2960 1887 1916 2331 1211 361 1814 69 2308
313,2646 2784 2980 1216 1638 3473 2541 2757 2331 1186
314,452 37 3390 3448 1765 152 3327 2528 3402 1887
315,3448 472 1341 863 3535 2370 3390 883 561 598
316,790 3142 3692 1912 1001 2054 3528 12 246 863
317,760 1525 3606 584 3597 3534 3350 3060 2980 2999
318,1543 741 1186 1011 3013 3022 2493 1316 2862 796
319,2129 3238 293 1560 1809 3046 1304 398 3013 2222
320,3669 1688 3067 289 220 3557 1223 1808 3269 2282
321,3694 1583 2397 650 176 2048 2338 169 2129 2664
322,989 3238 1052 2510 2342 2281 1809 2602 3049 1315
323,2745 3534 2076 530 1012 3437 279 3131 2988 523
324,1615 406 3669 1193 2308 2915 1678 867 947 2024
325,3423 3151 2165 1315 2570 2817 2646 253 2070 796
326,2630 2067 1078 2331 398 3022 2732 1401 1216 799
327,463 2510 3269 2402 1492 152 2128 3437 1560 168
328,2956 401 1546 2488 69 184 3528 399 2379 3215
329,452 2673 1868 3105 3583 802 36 3418 3131 2528
330,3382 36 3066 3110 3159 1401 1300 1197 1736 2974
331,2054 246 863 2534 1341 947 790 1011 1840 1304
332,1374 2626 3220 1811 3248 1375 913 1831 3280 1887
333,2366 3317 94 1371 3367 2603 474 1658 1657 3441
334,802 2185 1868 810 762 1573 1030 1808 3035 2205
335,406 2474 3367 2054 652 138 1039 2256 2564 1543
336,3280 3418 913 768 2606 1168 428 1481 1583 3245
337,20 176 1030 2745 106 3628 361 2410 481 868
338,1057 1887 613 2165 1039 452 3151 3557 2664 1811
339,2664 3269 3692 1505 3418 3142 3131 1887 494 3456
340,2342 2999 3049 512 799 2297 1216 3142 944 2794
341,1746 621 208 1211 3116 3402 1583 1831 1039 1315
342,1543 1186 1223 169 3269 1316 1039 2297 2031 883
343,452 2732 1811 132 107 1560 3276 472 3406 1246
344,1166 2857 1525 1150 1956 37 335 922 1640 1108
345,3022 2630 640 1831 1211 3317 463 2366 2732 971
346,1374 1711 220 1814 802 212 3049 2780 1956 915
347,3053 1525 3046 1287 971 2768 208 2480 2732 755
348,186 1052 1039 3677 2397 132 304 2005 3256 2527
349,1328 3597 3474 6 1030 1011 1936 3692 966 1223
350,2222 331 2745 3046 535 1809 138 2980 818 3441
351,1868 2335 802 974 312 2176 3366 1573 1644 1051
352,2745 2673 1057 1240 1711 1328 1309 1073 1379 931
353,1560 2757 2673 3694 3692 1831 1792 732 2342 922
354,640 3528 463 2630 3441 732 3529 1545 2653 2789
355,817 1868 2165 463 2222 3529 3437 3409 3600 3448
356,3272 640 2297 2617 1223 1543 476 1475 2847 2402
357,1956 1007 1831 1044 3286 3435 2314 2613 501 1278
358,3013 1316 3529 829 1657 2402 279 3272 1382 2564
359,1316 3022 309 3382 3367 69 863 1912 211 59
360,1887 2636 1801 3111 204 2370 640 1315 2980 549
361,1376 472 1811 1831 2646 3059 3529 863 922 1315
362,2545 1781 1096 549 2443 1304 1490 535 1310 793
363,1912 2186 2281 1811 2784 119 922 3059 1341 3105
364,124 2265 3529 406 138 2474 1858 1668 2076 1688
365,2862 3153 2327 3423 3424 2673 1039 741 1583 2828
366,944 1039 2828 63 3418 1711 2646 829 1525 649
367,3116 1948 2470 2528 452 152 246 2236 1178 361
368,119 183 283 16 398 1248 2297 1956 2194 1057
369,3036 485 43 2143 1681 2833 1184 1720 3472 672
370,1638 184 1140 3215 225 1753 3600 674 2630 2474
371,3022 1186 2366 2630 2488 1354 732 2335 2688 523
372,3668 2664 6 3269 971 2297 2570 451 1045 3646
373,1568 254 119 1939 2993 972 2847 806 1490 696
374,463 2757 2338 1304 1868 563 2194 1850 1096 2273
375,3022 232 3013 2784 398 1686 3656 79 1371 2345
376,3529 2857 2646 1956 2210 99 169 640 2603 476
377,3694 2250 2297 1030 109 1490 398 1546 3262 293
378,1304 528 398 2338 2186 1191 2980 584 1809 2175
379,1543 3022 2128 1859 1039 3600 2606 3424 214 1316
380,1211 1057 2256 512 2327 1545 621 3367 1030 3142
381,2054 1057 1593 1315 3142 1807 1376 863 2256 620
382,1279 3423 1807 1186 3059 1912 741 3142 2054 3402
383,3227 2646 3350 3338 2054 166 3298 1725 730 3327
384,1593 1859 1328 2784 2609 784 530 853 2215 1583
385,3427 220 52 1001 2967 3528 2956 2194 3673 1658
386,3269 796 1223 3424 1505 1186 741 2798 607 152
387,3311 3656 232 3101 1884 3406 1037 2474 1272 778
388,3537 3125 907 2953 2293 3269 1828 2933 2352 3683
389,2222 2980 476 208 36 640 1809 2129 1505 2757
390,512 1583 293 3350 2342 2054 3036 253 1184 2988
391,2402 2501 1855 543 3022 2602 1736 2327 2980 1640
392,1376 3000 3670 2653 1300 609 1037 1848 402 3311
393,1615 618 790 1811 138 3350 2272 513 79 320
394,1376 2265 3153 772 2603 3269 1859 796 2692 2800
395,1057 367 3668 1193 2308 166 1615 621 2006 2070
396,3692 1956 3529 640 2194 2410 3528 1102 2999 3046
397,3022 1583 2630 2784 3473 584 2980 1855 2314 543
398,1831 771 640 799 3677 2646 1315 3424 3409 2402
399,2297 482 3600 1887 573 2256 3529 1583 527 3119
400,472 132 188 1030 2112 176 3051 2933 3231 1956
401,936 771 402 2273 2387 2972 2272 105 365 1804
402,246 3269 3606 3021 6 3513 3023 1279 563 2215
403,1039 2297 1831 119 2630 2980 621 2626 2603 208
404,3529 790 1811 2541 2745 2673 1560 3059 3131 3402
405,183 3448 1341 2365 3583 863 1505 1807 2297 2980
406,1809 2980 293 1617 1746 2129 1007 2397 2484 818
407,2054 2281 3367 3013 2636 3448 3153 204 124 2564
408,1615 2768 36 452 236 37 1850 3053 3262 2646
409,3059 2470 3262 1401 894 1373 2389 166 3557 498
410,2474 472 663 2636 2048 3600 220 212 1096 2256
411,3022 2365 1583 779 1186 2603 3013 2281 2510 93
412,3067 1315 1223 2646 1830 1316 3569 2297 534 3157
413,2980 584 863 106 1375 2564 3286 2501 331 528
414,3049 790 1855 2603 3473 1078 1505 1376 1568 584
415,796 2862 1505 1316 618 184 3456 3013 3153 3677
416,1568 3022 2314 2626 3203 3529 1172 2659 82 2067
417,1615 530 3367 640 3669 3438 1858 2980 771 3350
418,3528 677 3597 37 3157 1436 2460 2256 2457 2956
419,232 3529 1868 1337 3656 1884 2345 452 810 1246
420,2784 796 1505 2789 2931 3212 1997 813 779 2116
421,3022 3435 2338 3046 1560 2613 2129 3005 304 2186
422,3474 124 2956 82 463 2076 3350 3402 922 1583
423,2281 36 59 1070 1543 3022 2335 2763 760 73
424,214 2606 740 3653 3245 913 3280 768 512 1548
425,640 1216 1583 232 1638 1848 3022 2210 3050 2862
426,3614 3562 2112 2617 2400 1560 3213 3437 278 463
427,1543 305 1583 3013 3529 69 3022 2564 2281 169
428,169 2502 1753 3358 2250 3671 2024 3656 3390 476
429,472 1316 3153 1223 989 124 1916 3272 2862 1950
430,717 2732 1811 1618 2068 2128 1429 485 1516 2874
431,1746 640 476 785 1792 3013 2175 717 2222 2757
432,2862 3013 138 472 1304 2265 3350 652 69 707
433,253 1069 2646 3000 2961 3298 1583 966 1711 1057
434,1543 2076 2306 1800 1316 1950 2947 3402 289 333
435,1510 1747 1379 1492 3141 3022 501 3646 646 237
436,1223 2528 2862 3409 1316 2297 3677 1039 3153 3529
437,2956 1811 220 3532 1652 2602 2874 1583 2170 2768
438,620 3382 1736 523 1855 498 2068 2005 472 93
439,1916 3600 1560 802 2054 863 2148 2402 409 1382
440,2297 2256 3423 1583 640 2068 1615 2643 1668 584
441,3656 2387 618 3409 2862 3600 1223 3153 1543 2366
442,2402 3022 2297 246 487 1456 2068 304 186 3256
443,1223 1948 1316 3367 3247 2732 2148 124 3402 472
444,1956 3534 944 2290 1057 2673 6 119 1315 3105
445,3528 1525 208 3669 621 947 3306 1428 1052 1102
446,3022 1583 2784 2980 2297 1211 1831 640 2054 584
447,972 1099 535 394 1287 3463 2338 1304 2716 476
448,2673 3692 3059 1304 3131 1057 1102 1859 1807 309
449,482 467 3231 3256 2132 1032 2920 527 1781 1052
450,1811 2980 1223 1315 2370 1746 3474 2757 1887 3327
451,3438 2306 2402 3474 872 530 1765 561 817 1091
452,2646 2643 2534 1376 2688 2366 1960 3415 1669 1633
453,3438 530 1341 863 168 2308 1840 2636 2281 947
454,584 183 2636 212 2370 512 2757 1868 220 3382
455,584 2980 3350 2054 1868 476 2757 1316 1475 3424
456,3013 132 802 2515 1223 1560 3600 3418 2606 3677
457,1279 2858 2402 1668 2256 728 3415 3431 1560 2110
458,1337 232 463 452 3256 1086 528 2068 186 802
459,1505 618 2564 3013 1354 472 3529 1039 3153 573
460,36 2862 472 1475 1583 1039 2603 732 3269 2789
461,472 1887 2297 2006 3022 2774 1371 2281 1001 880
462,573 93 1360 1593 1546 2306 423 601 3473 611
463,1615 1223 3415 3119 166 2342 1950 3669 621 1218
464,467 1887 2068 3677 1371 3415 512 482 2376 2643
465,1583 2210 1490 3402 1543 124 971 169 772 304
466,3022 1583 2732 3656 1315 530 1376 20 3116 2402
467,1337 3022 174 312 801 2814 569 3423 570 1573
468,2376 527 3133 2639 1422 1052 3415 2342 1887 2643
469,2630 165 3528 136 1746 1490 1633 2603 3317 971
470,1831 1039 1223 2862 3013 2484 3367 2745 2980 476
471,79 1246 312 3406 1583 452 1337 1545 3022 3656
472,790 1102 1456 1057 1658 3253 1001 2646 1560 2956
473,106 2470 2410 2169 1919 707 774 3349 1560 2387
474,2054 2564 863 3402 1560 208 3448 246 2076 3528
475,79 36 1700 1686 1630 3600 2023 2885 570 560
