user_id,item_id
62,1401 1912 1937 12 3332 1493 1593 3110 3048 232
63,1086 2732 2784 640 2314 2653 2480 232 398 1700
64,3224 1935 589 3443 3614 1659 1968 264 332 1246
65,1795 1287 734 119 1746 983 138 3685 2366 3031
66,2145 186 1371 1052 3660 96 3021 2068 106 1762
67,1511 124 1590 1178 1848 1746 1001 1657 3023 3264
68,1216 1936 1300 402 160 1868 1375 232 2666 488
69,3105 3294 2271 719 2817 124 2468 1137 2785 3349
70,3238 2128 2236 132 1916 409 1788 1018 2250 212
71,2933 2148 3153 1386 1630 613 2005 3227 1240 573
72,2376 2119 2688 2917 3298 2572 1023 3465 1436 188
73,2928 1658 922 12 3131 1328 3213 3692 90 1782
74,1592 1375 1300 3528 401 1216 2570 12 2798 796
75,293 208 1490 1211 1788 1365 1108 3022 1746 1099
76,1505 2529 3013 2338 2063 3021 1912 2528 622 168
77,2515 2281 3238 2314 1248 3656 2175 3358 2617 3473
78,989 1746 1887 3225 584 1871 453 1638 3613 785
79,2221 2602 762 168 353 1030 2117 817 2181 1044
80,1356 1354 246 2366 3646 2528 1775 2148 3005 3253
81,719 1757 583 657 3085 2602 1758 3483 1341 1603
82,2256 1887 3119 2572 2622 3521 2185 482 2643 186
83,1583 1205 2928 2140 1296 3269 3019 1211 2960 1030
84,2817 2468 3053 1172 2664 16 3180 1868 2812 1248
85,124 37 305 166 3327 1688 2265 1590 863 1227
86,1001 12 1658 1178 1057 3142 2112 2768 1083 474
87,204 3557 2653 59 760 2119 2335 2587 2646 3367
88,796 1781 132 3269 160 406 467 1354 3059 3409
89,1725 989 1573 1289 3311 3701 3298 2336 1371 1848
90,2068 1670 36 3415 2409 528 2110 1371 979 2311
91,3180 1956 2387 1146 153 1300 1331 883 2470 2148
92,640 1039 1543 2366 2745 2688 2956 1960 1186 3272
93,3059 1583 69 1178 3101 2402 1316 22 2331 2617
94,1108 1858 2862 863 1840 2528 2456 2281 2073 2847
95,1096 1099 82 1919 3448 3660 2603 3474 2745 636
96,1245 3157 234 467 2281 1470 3231 2354 1510 573
97,1030 1811 2054 2297 2636 863 174 3205 3677 2222
98,3256 3133 1470 1633 2342 2382 188 3656 1371 1082
99,2757 2335 1617 119 1861 99 113 1374 1753 397
100,1840 3448 152 3105 2365 1912 3311 1858 863 174
101,1831 204 476 293 2054 1490 94 3482 2076 1316
102,36 3253 188 2402 1781 2005 1165 986 778 857
103,3191 728 1078 237 2541 1546 1548 994 3333 3511
104,467 3256 1470 1510 578 43 3119 1052 2622 2297
105,1337 570 389 2023 1790 1884 1246 3539 1754 2586
106,2862 863 2297 2528 3022 2210 1560 1227 2757 3474
107,3013 2365 382 707 3153 318 1543 3583 618 2885
108,1946 3013 2784 1102 3105 2073 1178 1765 188 3475
109,312 801 1272 36 2885 107 802 1517 3600 1686
110,3151 463 584 184 530 20 37 1505 2798 3013
111,2327 2617 640 3141 933 2833 3474 621 1341 3046
112,2564 2370 2068 462 1304 2617 732 2387 1382 3276
113,2468 1583 3053 1831 1316 3534 3276 3133 2110 120
114,2956 2718 754 1304 361 3696 3371 1184 172 2636
115,1353 2076 3247 1800 406 2387 3334 2820 2399 462
116,188 183 1781 3253 165 2005 755 1831 361 1868
117,2129 1859 1560 214 3534 3276 2314 2169 2673 2068
118,1668 3583 2858 3231 2281 2933 79 1700 318 3701
119,2165 3151 2800 1840 2070 1590 2570 2768 3705 1069
120,3656 2653 3000 463 1216 3670 1638 2763 3262 3335
121,292 1216 1252 1858 2297 2387 1593 584 1956 1376
122,3059 1638 3116 2833 1211 2210 3035 3692 809 2195
123,36 3000 3050 3371 3670 3544 3063 1044 1375 2387
124,2817 796 2119 944 785 3448 3696 3557 3023 3227
125,1583 2630 1858 1011 2745 138 1657 3142 382 2470
126,1678 3597 1227 1490 1746 3067 563 790 2306 2534
127,36 2335 2653 2363 1573 1592 1956 2387 3262 2570
128,37 3402 1775 324 501 1592 1809 2117 3390 771
129,2603 2210 1039 2732 124 1592 2331 2745 1960 3474
130,2980 1809 2222 2048 2757 3005 771 785 1490 3660
131,1916 2474 1315 94 124 1316 2128 2732 617 2400
132,1070 253 1504 2587 3557 1645 3366 3609 1398 3696
133,2331 1078 1746 2877 3053 109 1617 3333 1850 2175
134,1968 1859 1912 2910 3583 2327 401 1057 2410 2086
135,2664 2947 2784 3172 1353 1296 1858 2603 605 2833
136,3677 2237 2185 1315 293 1052 771 1831 2484 3448
137,2774 508 1590 863 1848 1184 3435 2602 2437 3448
138,1950 1335 1341 2140 2129 1686 3598 1960 785 2237
139,236 3142 2830 1614 894 3000 2928 361 367 3059
140,2132 467 578 3415 794 1668 1669 2933 1211 3133
141,989 2920 2110 467 1669 1052 482 438 2402 527
142,2603 2817 3418 1279 618 2885 1039 741 3537 2564
143,1246 389 79 312 2561 350 1691 2670 618 3101
144,2470 2067 3005 2338 1007 2336 339 1131 790 619
145,82 2745 138 2626 1099 3046 3053 189 3317 3051
146,2510 1747 3021 2402 467 1858 2265 409 1956 1086
147,1811 305 69 1800 1670 1887 463 202 289 1762
148,527 1543 2122 2328 2410 1516 3438 2363 3692 2366
149,740 3049 2328 119 1640 3408 3534 913 1086 3234
150,3238 2145 2281 501 801 1427 1686 576 3318 570
151,3692 2862 1376 3677 2800 3349 3059 119 2493 2534
152,3600 2480 2512 2397 1309 657 1033 6 2769 2928
153,36 1583 2366 3418 2630 3528 2210 208 1211 82
154,2630 1711 631 1279 3583 1078 3238 2570 1406 331
155,1001 3317 3529 1912 1583 2054 1211 732 2281 3424
156,2342 1030 2067 94 2328 2980 20 1524 1525 12
157,2468 2626 1956 1374 406 69 3046 1007 2999 397
158,1279 1669 707 2387 234 1827 1377 3670 2858 1762
159,3463 2281 2784 3172 1456 3367 530 3668 474 309
160,463 2920 2840 120 2960 1686 611 1524 3352 160
161,452 2210 1300 3248 1086 10 312 1711 93 620
162,2297 779 523 2054 132 2709 2165 1354 790 3653
163,1211 1583 863 2224 922 3474 2128 37 3390 3059
164,428 1012 2128 569 1831 1168 2617 2354 3269 3693
165,3256 246 578 2342 1470 1510 1668 3119 2068 1633
166,183 2128 292 2673 1814 3694 43 2620 512 1172
167,20 2745 1808 189 2410 3051 528 1587 902 461
168,3013 3692 232 3602 605 152 93 2617 320 1916
169,2086 1590 1371 1811 69 1583 618 2574 2474 2789
170,2175 2485 621 1316 2732 1568 1984 1858 2076 568
171,3000 2387 1300 2664 3204 3335 2541 640 1543 1848
172,3431 652 120 1736 3013 1688 1669 2424 2148 2820
173,1543 246 1371 2643 3415 1052 2572 528 2639 3529
174,1316 3474 3528 2219 1963 2256 2474 246 3269 2528
175,1316 796 2031 989 702 674 132 2250 2630 2036
176,1001 971 1376 12 2603 1583 2210 3409 1403 774
177,3402 2054 467 1746 2122 512 2129 2073 1278 2397
178,2603 1057 3427 2757 1553 2568 1463 2410 164 2458
179,375 523 2091 10 750 187 2688 2116 3537 2009
180,2170 295 1289 2934 517 307 1362 2176 172 1892
181,3013 36 93 2732 3151 1354 2603 2828 2798 618
182,779 1354 2798 573 2646 1279 2945 2493 3289 3456
183,2222 109 1746 293 3317 2626 3022 1271 2768 376
184,1536 1808 3338 1070 3227 1725 2281 1240 3532 2934
185,523 989 2342 3537 10 120 3253 3153 498 2128
186,1583 3557 779 2474 3638 573 1720 2297 253 1645
187,513 1011 6 3216 2570 124 761 717 3423 1590
188,3153 1548 2006 253 2999 1568 2626 2732 1614 785
189,1178 214 1376 817 1546 204 1057 2036 474 3224
190,3696 2636 2063 1536 2335 1652 2763 2528 663 1289
191,3424 741 1360 1279 2528 2557 1146 2502 1316 3317
192,52 2128 3424 20 2780 3677 3473 1615 1690 1996
193,3133 578 2068 186 3415 234 2484 1052 1633 3157
194,1746 3534 208 2186 3051 944 3317 2222 672 971
195,1840 1858 1831 2031 166 361 3448 2224 2122 3116
196,3602 2732 3660 3238 2273 3474 1795 2564 1956 1365
197,1279 779 3423 1505 2248 3153 1543 28 1583 22
198,1018 1861 1248 2128 1471 2510 2613 3327 3374 2485
199,79 1246 1700 3101 1548 3371 3418 2327 3424 1686
200,2258 1379 3180 732 1551 3613 1459 1930 1628 3646
201,36 621 793 2780 2338 640 785 2956 3694 2466
202,2630 1831 1475 2858 1039 208 2273 237 3600 2570
203,472 2814 1545 1086 2653 1517 3656 1956 463 3059
204,304 3253 409 1456 1404 1560 25 88 2500 1956
205,3142 2564 2606 569 3423 3473 2185 2814 570 1615
206,1956 2956 1374 339 398 1814 646 220 1892 324
207,1840 809 2960 984 1341 1807 3684 1382 37 3474
208,2784 384 1505 2070 2828 2258 82 1146 3551 253
209,1686 2376 1371 640 2256 1475 2920 472 3409 2643
210,232 3406 2023 2467 1813 570 389 1438 560 2614
211,1211 3059 1102 2297 971 528 3269 1083 772 2630
212,3656 640 2054 1590 3350 2617 476 361 2947 2169
213,36 2630 476 1211 2745 1548 1039 2817 2366 1030
214,94 3327 3116 1560 3628 3335 3418 1248 2024 933
215,1775 1956 2673 1583 220 922 283 796 3298 1808
216,401 1946 3151 2817 3269 2988 2510 1481 3131 829
217,563 3696 1058 1762 1270 2145 3105 2468 1546 2602
218,208 1690 2129 3463 1456 2315 1501 535 427 1160
219,2293 2091 187 523 512 799 2527 481 2653 395
220,1831 1211 640 3694 621 124 1304 3116 2768 1711
221,3448 2308 37 3116 1678 1887 166 3402 2297 1304
222,2745 1083 2128 1956 2129 283 472 2828 3382 451
223,293 3046 398 1491 3660 2625 1287 1956 106 799
224,232 802 221 3583 174 3205 246 452 1984 1801
225,2928 2745 3105 2195 1855 132 2840 3427 2140 3409
226,799 2076 3125 69 279 3660 989 2236 2237 2427
227,2468 1211 2630 283 1044 618 650 293 2091 3238
228,1583 36 452 105 2616 1831 543 1007 160 2784
229,2828 2789 1975 3646 3535 1146 3131 153 3644 236
230,3409 523 2335 2510 3000 2817 3298 375 3062 573
231,2474 431 892 1439 2165 2073 184 2570 1057 2006
232,109 1543 1039 3694 1960 1831 3333 3409 2515 1887
233,152 2789 2248 1858 10 3151 3204 1593 1354 618
234,3247 37 124 3105 863 1747 2076 3448 2345 1341
235,3000 1858 79 3349 1044 528 1375 3656 3670 1376
236,2338 1816 2248 3220 3248 696 1356 304 1365 717
237,563 1699 1491 384 1453 3358 2290 1475 120 707
238,2768 793 1490 1809 3463 169 2194 2484 2603 1186
239,913 768 428 2900 3401 1912 553 3418 1982 2757
240,2745 2817 237 1328 1007 1568 1814 2784 409 3153
241,2293 2820 3673 2768 2688 138 36 1371 2006 732
242,944 1997 3638 423 1848 232 375 2342 772 2501
243,3059 1223 124 1178 1102 3153 1379 120 2458 1811
244,1490 802 2186 3238 3046 3463 3660 2757 1746 1868
245,2564 1316 472 3272 2387 3116 863 528 3173 2265
246,2210 2630 1316 1057 3600 476 2646 2054 1560 3022
247,3473 2067 640 2314 1078 2501 2633 169 2626 3578
248,476 2646 109 2630 1568 732 1505 2603 2501 1172
249,1069 3669 59 663 3111 1223 867 3609 534 1184
250,728 3431 3038 1858 1807 2364 482 3436 1916 2194
251,802 702 1573 2363 1337 1545 2185 2338 1583 3059
252,2745 1505 1039 3694 3317 3248 2630 1078 1271 798
253,2862 2076 1688 2128 707 2602 1353 2122 2474 1858
254,2664 2468 1848 1376 1831 1044 2345 2763 1300 3262
255,3116 809 1070 951 1848 3224 138 318 1051 1289
256,3272 584 880 3022 93 225 1296 2828 829 1935
257,772 971 3131 1855 2603 3692 182 732 3198 2745
258,1960 1223 650 3694 2780 401 3142 1337 1374 3677
259,3153 1543 409 3409 2169 124 3390 2617 1223 3402
260,3438 3157 462 1765 1720 2024 790 3431 3597 3116
261,790 563 211 1884 652 3535 2338 2215 3067 1671
262,1142 1487 1614 3646 267 3473 168 911 1073 3665
263,2054 2056 611 3059 2256 863 2112 208 2308 152
264,1037 1996 1884 1655 1184 2308 1149 37 1757 883
265,1323 3537 2898 2727 453 2308 779 1699 93 2251
266,312 3311 802 1037 2205 3030 2363 3656 1686 1670
267,2252 931 2221 2323 1428 2190 922 1463 3325 1045
268,2653 3597 802 3668 69 2798 2817 707 3335 513
269,1840 1177 569 3049 3000 3693 944 1341 2224 1711
270,124 20 120 1831 3173 2564 37 3390 2626 1587
271,1248 584 183 1096 3005 3550 3060 2143 563 398
272,3456 1146 1657 1403 3551 2709 1804 1268 3423 2528
273,772 3692 1039 707 1855 3142 990 1583 3423 2256
274,779 1736 1787 3415 2338 1809 2515 793 465 573
275,584 2054 1376 2763 2757 1543 463 1830 3013 512
276,232 331 3187 3318 472 96 1546 1615 1278 1510
277,2980 1638 1858 1044 1300 3335 1216 1848 1593 493
278,2613 1471 2125 3021 566 52 672 3051 124 890
279,2128 543 1328 3266 3658 3151 763 772 2366 2774
280,3048 3473 2603 2501 3053 1831 502 2468 1753 1855
281,2626 2920 2354 1471 2602 3220 2194 1573 2757 989
282,2606 1912 913 3245 3374 553 1177 3693 2603 2900
283,3059 36 1658 2664 1296 2959 1690 3282 2768 220
284,1490 1001 3562 563 2910 3534 293 2485 3298 3668
285,2840 640 2127 2292 1792 1699 3066 398 2280 2194
286,619 3107 2673 3510 569 1824 1720 1801 3438 2707
287,1617 3298 2342 59 3701 2616 2354 1100 619 915
288,785 771 1939 1175 1445 810 3036 1868 672 3390
289,2222 2493 69 2556 2090 3633 295 3002 530 784
290,2564 20 172 3220 1887 2219 1174 3036 2833 1520
291,2931 2564 36 772 2534 1543 3022 779 28 1146
292,762 1037 2849 801 1884 3187 3404 312 1272 2561
293,2222 530 1083 2630 169 36 2068 204 3298 2265
294,1428 1067 3067 2613 1463 3658 1174 254 213 1816
295,1808 1707 2050 1403 1328 320 12 3031 1309 1498
296,495 1936 1376 3000 3670 3349 1086 232 3311 609
297,515 1081 1546 3048 493 3050 1018 1617 1007 1374
298,2050 3367 1982 331 1736 573 502 1546 1505 3046
299,476 309 1304 1382 2187 3180 190 2493 2988 1556
300,2602 1184 1382 1855 2073 1186 3468 2421 132 2185
301,2222 331 1830 2564 640 1353 2980 1039 106 3238
302,529 3269 3473 2335 1858 2784 2327 971 779 2509
303,578 2858 3231 1669 2068 887 2370 2920 2643 1470
304,451 1453 69 3482 1011 1543 3153 3269 124 2947
305,3692 1083 12 1811 2470 1658 1178 3390 1428 2664
306,3248 2501 740 3280 913 2630 2757 2945 1481 3473
307,3238 12 674 1858 1543 1936 1993 2128 246 2273
308,1211 944 512 1186 3448 220 3327 1546 183 584
309,3269 318 1707 212 1216 2630 3131 1936 3153 2564
310,166 3597 2006 2281 3438 3067 3529 530 1590 1543
311,16 863 105 1638 2485 2340 476 2584 501 2068
312,1814 2528 799 3435 2067 3220 2117 3172 1950 2960
313,1638 1328 2331 1186 2784 2006 3473 1018 2688 2501
314,37 598 3402 1765 3390 1315 152 211 3228 188
315,863 3116 3535 2306 561 3448 1341 3390 1505 472
316,3142 1001 1912 3692 12 2502 2800 2261 1083 2833
317,1725 760 640 3215 3597 3534 2468 2999 119 461
318,1186 741 1543 2493 1011 3247 1638 2798 2327 451
319,2129 3238 293 1809 1304 3046 2297 1560 793 3463
320,1688 3659 1398 1193 3557 3067 513 2006 872 1073
321,3694 1583 1184 176 2397 3021 2338 870 2129 2048
322,1956 3238 1052 801 467 3049 793 2281 2382 3153
323,3534 1341 1108 530 3535 1012 3526 2814 931 376
324,3669 406 1615 1193 3597 2915 1678 2308 3608 867
325,2165 3151 1057 2474 2070 2817 2570 253 232 3668
326,2630 1078 1401 2067 2331 799 2468 1913 493 3082
327,1492 2128 2510 772 3269 3202 1593 3437 152 168
328,2956 3215 1688 1279 2282 3013 164 406 208 6
329,3583 2673 452 3105 569 1868 1573 631 802 3131
330,3382 36 3159 1197 3066 1300 3110 1190 2974 1401
331,1011 863 246 3692 1341 3023 947 2534 829 168
332,1374 2626 3071 3220 1375 1278 2354 1753 105 913
333,2366 3317 3528 104 1617 2931 2277 232 1657 1658
334,1868 2185 762 1686 3035 1573 3311 1501 810 165
335,3013 2256 406 652 463 863 892 182 2070 883
336,3280 913 768 2606 1168 3418 3245 2990 1481 428
337,106 20 176 2410 1030 481 868 2492 3628 2745
338,2165 2800 3557 613 2410 2256 2224 2570 2830 587
339,3269 2502 1316 1177 2067 236 1997 1505 2830 3583
340,2342 799 944 1887 2999 2794 2620 1814 2757 1376
341,1746 208 2630 621 3116 2222 1583 2331 20 3262
342,169 1316 1543 883 124 3151 2031 763 796 2474
343,132 452 1811 107 472 3406 3253 1246 1700 382
344,1960 3371 1166 1471 1150 1091 2480 1219 1640 1033
345,640 2630 1211 3022 2366 3317 1548 82 2956 1831
346,1374 220 1711 1814 212 1337 702 1456 915 802
347,1287 3046 1525 2915 3053 3402 1160 1315 1831 1527
348,186 3256 530 3431 1470 2112 772 2005 3637 1365
349,3474 3694 1936 863 3215 1379 966 892 3019 2323
350,874 331 2222 1809 1329 1510 362 3046 1248 283
351,1868 2335 2176 974 1644 3366 802 1686 1725 1652
352,1057 1073 931 2119 1309 2541 2603 2745 1525 3390
353,1560 3694 2757 1640 3692 1711 3448 922 119 1871
354,2653 3528 2630 1304 640 2646 1545 1746 2250 1848
355,2222 817 2136 3409 1848 3565 3437 320 1296 2920
356,3272 640 2617 1543 1475 2847 3248 1788 1039 3022
357,1007 1956 1044 1831 3435 3286 2613 3060 1427 501
358,3013 1316 1657 3151 2564 320 1916 1950 401 2327
359,69 528 3668 760 1586 3247 211 944 3673 94
360,1801 204 640 1919 2636 1818 549 2370 3238 362
361,1376 1887 3059 1831 463 2673 2502 1811 1211 183
362,2545 549 2908 1096 1310 480 2443 1781 1794 2781
363,3238 1912 3638 2784 82 922 2797 1811 119 3674
364,406 2265 124 138 1706 1688 289 1668 2073 1800
365,3424 2327 741 1382 3153 772 2031 246 1279 124
366,944 63 829 649 1039 212 1525 367 1946 613
367,1855 3116 2470 2236 1948 1830 1039 1178 2602 1808
368,283 1248 119 3448 16 3238 1831 3408 2956 2050
369,3036 43 485 2833 1681 2143 474 1184 1720 1328
370,1140 6 674 3600 1797 2643 3215 1316 502 3659
371,1186 2366 1354 2501 279 2488 2630 1403 3022 3125
372,6 3646 1657 3269 2664 2036 1045 971 3668 513
373,43 254 1044 119 3511 972 1568 2993 806 2900
374,2338 2757 563 2603 232 972 2484 1099 1096 1850
375,3013 1686 188 2784 1371 398 3448 79 2574 232
376,2210 99 2857 640 646 3049 2874 3059 138 220
377,2250 1490 3694 1788 109 1304 293 2732 1271 3418
378,535 528 3027 983 2186 1191 3694 1127 2175 2338
379,3600 2128 1543 1912 2630 1177 1859 214 120 2673
380,1211 944 2653 3264 3367 1840 1057 1960 2980 1030
381,169 523 1376 2293 2230 512 1593 93 1057 2830
382,1912 3067 1023 1279 3059 1186 3142 1765 1828 2387
383,3350 3338 3227 2646 1725 2054 166 1858 663 2956
384,1593 279 784 1859 1328 1102 457 213 1583 2630
385,52 3528 3427 220 2828 3213 1211 2999 3673 680
386,1505 152 2862 796 3269 3424 1223 607 1404 3614
387,3311 1272 3406 232 1037 3101 2474 3482 1830 3656
388,3537 2293 1828 907 2953 228 3125 36 856 426
389,2980 2222 1809 3441 640 3660 872 2129 785 36
390,3350 512 184 2988 293 2218 936 947 771 220
391,1640 2327 2602 2501 1379 1855 3215 543 3053 2633
392,1376 609 3670 3000 174 1300 2653 1037 402 495
393,618 569 530 1615 1668 3067 2068 2272 3431 3350
394,3153 2603 3474 1487 28 829 3417 1560 2110 611
395,367 1057 1193 3668 166 2070 1240 3557 2308 256
396,3692 2885 1102 3528 2327 1007 1205 1099 3529 2194
397,2630 3473 1583 3022 2784 2745 3332 119 1640 2633
398,3677 799 1831 1491 707 318 543 771 772 3198
399,482 186 1887 2376 573 3600 3119 1052 2784 232
400,2112 188 2745 2933 3220 3231 132 252 3511 990
401,936 771 3533 2048 1516 1804 3569 1272 892 402
402,37 3231 1012 3021 2143 3606 2006 1511 1001 213
403,1039 119 1831 2297 2630 621 2980 2328 1640 2250
404,3529 2673 3692 3205 1001 1811 2366 1848 474 2745
405,1341 3583 2365 1304 1505 3198 863 318 790 1030
406,1809 1617 1007 2980 2397 818 2048 2716 313 293
407,2281 2054 2564 204 3153 3448 3013 124 2308 2297
408,3276 36 331 2817 1960 1057 1948 2794 1593 3583
409,3262 3557 1324 166 2470 894 3668 1463 3280 1098
410,663 212 1678 1884 3600 2259 1354 3020 485 2315
411,2365 3473 772 1583 2510 3382 93 779 3269 2603
412,3067 3157 3327 1590 3153 863 3569 2915 1023 2281
413,512 2980 2617 863 1375 398 3172 1030 523 818
414,1078 3049 2603 790 1855 1640 1505 584 3473 208
415,796 1638 3456 2862 2258 1505 2784 2798 2493 618
416,2314 1568 2067 136 2626 3349 1172 3203 3215 82
417,1615 3669 530 3438 2980 1044 3036 657 1671 41
418,3202 2956 3694 3528 677 2460 2915 3084 3325 2400
419,232 1337 2345 1246 124 3528 3051 1884 2626 3327
420,2784 1505 2116 813 796 1952 3212 3653 1279 10
421,2129 3435 2613 3046 1850 2125 1086 212 3022 1490
422,2646 3402 82 1102 2688 922 1568 3350 728 3141
423,59 760 1070 304 36 1536 73 2763 2281 3532
424,214 2606 740 913 3245 3280 3125 768 3653 1912
425,2564 232 3022 3402 3173 3050 2509 1936 2501 1913
426,2692 868 1354 3562 1671 1473 463 2400 652 3220
427,1543 2564 3529 1583 801 2110 3656 2570 488 305
428,2502 1096 3671 1603 904 7 1252 3116 1681 2335
429,1316 3153 989 1916 124 2769 305 2820 2265 2617
430,1525 499 361 2308 3415 617 1445 529 734 2376
431,1792 785 476 1746 640 2210 2222 3482 2757 2175
432,2862 2282 3013 2512 652 2249 3382 640 2210 1279
433,1069 253 3298 2961 3000 966 3116 1057 1184 1711
434,2947 2076 1543 333 1916 1950 1316 2306 453 3537
435,3646 1747 778 1492 2840 1510 3141 2024 1354 2999
436,2630 2210 2862 2067 3409 1950 1316 1039 3677 2528
437,3532 1030 3213 2874 760 220 2999 2170 1968 2587
438,620 1216 1736 2005 3409 2928 3382 2705 498 93
439,863 3677 1304 2653 3036 793 2237 972 1916 213
440,1510 2256 1052 1615 640 1762 2068 1669 3133 1371
441,2224 2387 1543 1968 2534 3272 2402 2474 774 3412
442,717 810 1456 2297 1670 3382 1801 246 3409 1086
443,1948 3247 2474 2402 476 2541 3402 863 1633 513
444,2222 2673 3238 2290 6 119 3511 398 2050 2570
445,3306 361 1428 621 1377 1781 438 530 1463 1525
446,2054 3022 3382 1583 1211 2980 1341 1831 182 2331
447,972 535 1099 3667 394 1304 2716 353 1287 1788
448,2673 1316 3059 3131 401 3335 1840 872 2122 3692
449,2639 3256 527 1032 1052 1278 3119 1818 2920 578
450,1811 1848 2370 1746 1950 124 1096 2980 931 3390
451,3438 530 872 2306 622 3597 246 20 1627 3474
452,2643 573 1633 186 1456 2833 1102 1376 1669 527
453,3438 168 1341 361 947 863 2308 2636 1758 3345
454,212 1868 702 2210 2370 2757 3438 2626 2112 182
455,3409 528 2602 3101 1868 2387 3049 2127 513 3673
456,2606 132 1560 2515 2402 3677 3418 2365 20 2512
457,728 2858 2110 1668 887 132 2424 1560 221 2005
458,2068 232 452 1337 3256 2132 528 1086 2980 512
459,618 1505 1638 3013 870 573 2784 2230 1360 941
460,36 1475 3424 2789 3456 741 3151 2210 2603 2365
461,1887 3022 1001 880 1781 1371 1044 3173 3583 120
462,1360 1688 601 2828 2291 798 543 657 2306 707
463,166 457 3119 621 3231 3116 3677 844 530 1950
464,467 3415 2068 2376 3677 1371 482 2643 1560 438
465,124 1583 2210 1960 922 772 563 1543 1304 169
466,1315 1376 382 2528 43 1086 3441 494 2222 784
467,1337 174 801 2814 1354 312 3022 569 762 702
468,2376 3133 2342 2639 1052 1422 3415 3231 578 527
469,3013 717 136 165 3528 3534 1711 2468 1633 3046
470,1039 1831 2745 3005 476 2054 3013 1365 304 1956
471,79 1246 1545 312 3406 1630 2510 3311 184 3539
472,790 2502 1102 1057 1456 1463 382 868 3253 1658
473,106 774 2210 1919 1984 2342 2545 1376 2387 293
474,863 2054 2076 3119 1001 3448 246 1271 3013 3262
475,36 79 1700 1686 3600 1630 246 2885 3539 2023
